Sold Option Buy-to-Close Report - Option Scanner
Underlying: WOLF
Strike: 0.5
Expiration: 2025-11-21
Type: put
Sold Date: 2025-07-24
Sold Price: 0.16
Total Trading Days: 86
Timestamp: 2025-07-24T07:15:27.324896800

Date         Days Held  Linear BTC   Accel BTC   
---------------------------------------------------------
2025-07-24   1          0.15         0.15        
2025-07-25   2          0.15         0.15        
2025-07-28   3          0.15         0.14        
2025-07-29   4          0.15         0.14        
2025-07-30   5          0.15         0.14        
2025-07-31   6          0.14         0.13        
2025-08-01   7          0.14         0.13        
2025-08-04   8          0.14         0.13        
2025-08-05   9          0.14         0.12        
2025-08-06   10         0.14         0.12        
2025-08-07   11         0.13         0.11        
2025-08-08   12         0.13         0.11        
2025-08-11   13         0.13         0.11        
2025-08-12   14         0.13         0.10        
2025-08-13   15         0.13         0.10        
2025-08-14   16         0.13         0.10        
2025-08-15   17         0.12         0.09        
2025-08-18   18         0.12         0.09        
2025-08-19   19         0.12         0.08        
2025-08-20   20         0.12         0.08        
2025-08-21   21         0.12         0.08        
2025-08-22   22         0.11         0.07        
2025-08-25   23         0.11         0.07        
2025-08-26   24         0.11         0.07        
2025-08-27   25         0.11         0.06        
2025-08-28   26         0.11         0.06        
2025-08-29   27         0.10         0.05        
2025-09-02   28         0.10         0.05        
2025-09-03   29         0.10         0.05        
2025-09-04   30         0.10         0.04        
2025-09-05   31         0.10         0.04        
2025-09-08   32         0.10         0.04        
2025-09-09   33         0.09         0.03        
2025-09-10   34         0.09         0.03        
2025-09-11   35         0.09         0.02        
2025-09-12   36         0.09         0.02        
2025-09-15   37         0.09         0.02        
2025-09-16   38         0.08         0.01        
2025-09-17   39         0.08         0.01        
2025-09-18   40         0.08         0.01        
2025-09-19   41         0.08         0.04        
2025-09-22   42         0.08         0.04        
2025-09-23   43         0.08         0.04        
2025-09-24   44         0.07         0.03        
2025-09-25   45         0.07         0.03        
2025-09-26   46         0.07         0.03        
2025-09-29   47         0.07         0.02        
2025-09-30   48         0.07         0.02        
2025-10-01   49         0.06         0.02        
2025-10-02   50         0.06         0.02        
2025-10-03   51         0.06         0.01        
2025-10-06   52         0.06         0.01        
2025-10-07   53         0.06         0.01        
2025-10-08   54         0.05         0.03        
2025-10-09   55         0.05         0.03        
2025-10-10   56         0.05         0.02        
2025-10-13   57         0.05         0.02        
2025-10-14   58         0.05         0.02        
2025-10-15   59         0.05         0.02        
2025-10-16   60         0.04         0.02        
2025-10-17   61         0.04         0.01        
2025-10-20   62         0.04         0.01        
2025-10-21   63         0.04         0.01        
2025-10-22   64         0.04         0.01        
2025-10-23   65         0.03         0.02        
2025-10-24   66         0.03         0.02        
2025-10-27   67         0.03         0.02        
2025-10-28   68         0.03         0.01        
2025-10-29   69         0.03         0.01        
2025-10-30   70         0.02         0.01        
2025-10-31   71         0.02         0.01        
2025-11-03   72         0.02         0.01        
2025-11-04   73         0.02         0.01        
2025-11-05   74         0.02         0.01        
2025-11-06   75         0.02         0.01        
2025-11-07   76         0.01         0.01        
2025-11-10   77         0.01         0.01        
2025-11-11   78         0.01         0.01        
2025-11-12   79         0.01         0.01        
2025-11-13   80         0.01         0.01        
2025-11-14   81         0.00         0.00        
2025-11-17   82         0.00         0.00        
2025-11-18   83         0.00         0.00        
2025-11-19   84         0.00         0.00        
2025-11-20   85         0.00         0.00        
2025-11-21   86         0.00         0.00        
