Sold Option Buy-to-Close Report - Option Scanner
Underlying: NPWR
Strike: 1.0
Expiration: 2027-01-15
Type: put
Sold Date: 2025-09-19
Sold Price: 0.10
Total Trading Days: 333
Timestamp: 2025-10-21T07:31:03.600302600

Date         Days Held  Linear BTC   Accel BTC   
2026-05-29   174        0.04         0.02        
2026-06-01   175        0.04         0.02        
2026-06-02   176        0.04         0.02        
2026-06-03   177        0.04         0.02        
2026-06-04   178        0.04         0.01        
2026-06-05   179        0.04         0.01        
2026-06-08   180        0.04         0.01        
2026-06-09   181        0.04         0.01        
2026-06-10   182        0.04         0.01        
2026-06-11   183        0.04         0.01        
2026-06-12   184        0.04         0.01        
2026-06-15   185        0.04         0.01        
2026-06-16   186        0.04         0.01        
2026-06-17   187        0.04         0.01        
2026-06-18   188        0.04         0.01        
2026-06-22   189        0.04         0.01        
2026-06-23   190        0.04         0.01        
2026-06-24   191        0.04         0.01        
2026-06-25   192        0.04         0.01        
2026-06-26   193        0.04         0.01        
2026-06-29   194        0.04         0.01        
2026-06-30   195        0.04         0.01        
2026-07-01   196        0.04         0.01        
2026-07-02   197        0.04         0.01        
2026-07-06   198        0.04         0.01        
2026-07-07   199        0.04         0.01        
2026-07-08   200        0.03         0.02        
2026-07-09   201        0.03         0.02        
2026-07-10   202        0.03         0.02        
2026-07-13   203        0.03         0.02        
2026-07-14   204        0.03         0.02        
2026-07-15   205        0.03         0.02        
2026-07-16   206        0.03         0.02        
2026-07-17   207        0.03         0.02        
2026-07-20   208        0.03         0.02        
2026-07-21   209        0.03         0.02        
2026-07-22   210        0.03         0.02        
2026-07-23   211        0.03         0.02        
2026-07-24   212        0.03         0.02        
2026-07-27   213        0.03         0.02        
2026-07-28   214        0.03         0.01        
2026-07-29   215        0.03         0.01        
2026-07-30   216        0.03         0.01        
2026-07-31   217        0.03         0.01        
2026-08-03   218        0.03         0.01        
2026-08-04   219        0.03         0.01        
2026-08-05   220        0.03         0.01        
2026-08-06   221        0.03         0.01        
2026-08-07   222        0.03         0.01        
2026-08-10   223        0.03         0.01        
2026-08-11   224        0.03         0.01        
2026-08-12   225        0.03         0.01        
2026-08-13   226        0.03         0.01        
2026-08-14   227        0.03         0.01        
2026-08-17   228        0.03         0.01        
2026-08-18   229        0.03         0.01        
2026-08-19   230        0.03         0.01        
2026-08-20   231        0.03         0.01        
2026-08-21   232        0.03         0.01        
2026-08-24   233        0.03         0.01        
2026-08-25   234        0.02         0.01        
2026-08-26   235        0.02         0.01        
2026-08-27   236        0.02         0.01        
2026-08-28   237        0.02         0.01        
2026-08-31   238        0.02         0.01        
2026-09-01   239        0.02         0.01        
2026-09-02   240        0.02         0.01        
2026-09-03   241        0.02         0.01        
2026-09-04   242        0.02         0.01        
2026-09-08   243        0.02         0.01        
2026-09-09   244        0.02         0.01        
2026-09-10   245        0.02         0.01        
2026-09-11   246        0.02         0.01        
2026-09-14   247        0.02         0.01        
2026-09-15   248        0.02         0.01        
2026-09-16   249        0.02         0.01        
2026-09-17   250        0.02         0.01        
2026-09-18   251        0.02         0.01        
2026-09-21   252        0.02         0.01        
2026-09-22   253        0.02         0.01        
2026-09-23   254        0.02         0.01        
2026-09-24   255        0.02         0.01        
2026-09-25   256        0.02         0.01        
2026-09-28   257        0.02         0.01        
2026-09-29   258        0.02         0.01        
2026-09-30   259        0.02         0.01        
2026-10-01   260        0.02         0.01        
2026-10-02   261        0.02         0.01        
2026-10-05   262        0.02         0.01        
2026-10-06   263        0.02         0.01        
2026-10-07   264        0.02         0.01        
2026-10-08   265        0.02         0.01        
2026-10-09   266        0.02         0.01        
2026-10-12   267        0.01         0.01        
2026-10-13   268        0.01         0.01        
2026-10-14   269        0.01         0.01        
2026-10-15   270        0.01         0.01        
2026-10-16   271        0.01         0.01        
2026-10-19   272        0.01         0.01        
2026-10-20   273        0.01         0.01        
2026-10-21   274        0.01         0.01        
2026-10-22   275        0.01         0.01        
2026-10-23   276        0.01         0.01        
2026-10-26   277        0.01         0.01        
2026-10-27   278        0.01         0.01        
2026-10-28   279        0.01         0.01        
2026-10-29   280        0.01         0.01        
2026-10-30   281        0.01         0.01        
2026-11-02   282        0.01         0.01        
2026-11-03   283        0.01         0.01        
2026-11-04   284        0.01         0.01        
2026-11-05   285        0.01         0.01        
2026-11-06   286        0.01         0.01        
2026-11-09   287        0.01         0.01        
2026-11-10   288        0.01         0.01        
2026-11-11   289        0.01         0.01        
2026-11-12   290        0.01         0.01        
2026-11-13   291        0.01         0.01        
2026-11-16   292        0.01         0.01        
2026-11-17   293        0.01         0.01        
2026-11-18   294        0.01         0.01        
2026-11-19   295        0.01         0.01        
2026-11-20   296        0.01         0.01        
2026-11-23   297        0.01         0.01        
2026-11-24   298        0.01         0.01        
2026-11-25   299        0.01         0.01        
2026-11-27   300        0.00         0.00        
2026-11-30   301        0.00         0.00        
2026-12-01   302        0.00         0.00        
2026-12-02   303        0.00         0.00        
2026-12-03   304        0.00         0.00        
2026-12-04   305        0.00         0.00        
2026-12-07   306        0.00         0.00        
2026-12-08   307        0.00         0.00        
2026-12-09   308        0.00         0.00        
2026-12-10   309        0.00         0.00        
2026-12-11   310        0.00         0.00        
2026-12-14   311        0.00         0.00        
2026-12-15   312        0.00         0.00        
2026-12-16   313        0.00         0.00        
2026-12-17   314        0.00         0.00        
2026-12-18   315        0.00         0.00        
2026-12-21   316        0.00         0.00        
2026-12-22   317        0.00         0.00        
2026-12-23   318        0.00         0.00        
2026-12-24   319        0.00         0.00        
2026-12-28   320        0.00         0.00        
2026-12-29   321        0.00         0.00        
2026-12-30   322        0.00         0.00        
2026-12-31   323        0.00         0.00        
2027-01-04   324        0.00         0.00        
2027-01-05   325        0.00         0.00        
2027-01-06   326        0.00         0.00        
2027-01-07   327        0.00         0.00        
2027-01-08   328        0.00         0.00        
2027-01-11   329        0.00         0.00        
2027-01-12   330        0.00         0.00        
2027-01-13   331        0.00         0.00        
2027-01-14   332        0.00         0.00        
2027-01-15   333        0.00         0.00        
