Sold Option Buy-to-Close Report - Option Scanner
Underlying: WOLF
Strike: 0.5
Expiration: 2026-01-16
Type: put
Sold Date: 2025-08-05
Sold Price: 0.20
Total Trading Days: 115
Timestamp: 2025-08-05T07:10:49.445205400

Date         Days Held  Linear BTC   Accel BTC   
---------------------------------------------------------
2025-08-05   1          0.19         0.19        
2025-08-06   2          0.19         0.19        
2025-08-07   3          0.19         0.18        
2025-08-08   4          0.19         0.18        
2025-08-11   5          0.19         0.18        
2025-08-12   6          0.18         0.17        
2025-08-13   7          0.18         0.17        
2025-08-14   8          0.18         0.17        
2025-08-15   9          0.18         0.16        
2025-08-18   10         0.18         0.16        
2025-08-19   11         0.18         0.16        
2025-08-20   12         0.17         0.15        
2025-08-21   13         0.17         0.15        
2025-08-22   14         0.17         0.15        
2025-08-25   15         0.17         0.14        
2025-08-26   16         0.17         0.14        
2025-08-27   17         0.17         0.14        
2025-08-28   18         0.16         0.13        
2025-08-29   19         0.16         0.13        
2025-09-02   20         0.16         0.13        
2025-09-03   21         0.16         0.12        
2025-09-04   22         0.16         0.12        
2025-09-05   23         0.16         0.12        
2025-09-08   24         0.15         0.11        
2025-09-09   25         0.15         0.11        
2025-09-10   26         0.15         0.10        
2025-09-11   27         0.15         0.10        
2025-09-12   28         0.15         0.10        
2025-09-15   29         0.14         0.09        
2025-09-16   30         0.14         0.09        
2025-09-17   31         0.14         0.09        
2025-09-18   32         0.14         0.08        
2025-09-19   33         0.14         0.08        
2025-09-22   34         0.14         0.08        
2025-09-23   35         0.13         0.07        
2025-09-24   36         0.13         0.07        
2025-09-25   37         0.13         0.07        
2025-09-26   38         0.13         0.06        
2025-09-29   39         0.13         0.06        
2025-09-30   40         0.13         0.06        
2025-10-01   41         0.12         0.05        
2025-10-02   42         0.12         0.05        
2025-10-03   43         0.12         0.05        
2025-10-06   44         0.12         0.04        
2025-10-07   45         0.12         0.04        
2025-10-08   46         0.12         0.04        
2025-10-09   47         0.11         0.03        
2025-10-10   48         0.11         0.03        
2025-10-13   49         0.11         0.02        
2025-10-14   50         0.11         0.02        
2025-10-15   51         0.11         0.02        
2025-10-16   52         0.10         0.01        
2025-10-17   53         0.10         0.01        
2025-10-20   54         0.10         0.01        
2025-10-21   55         0.10         0.05        
2025-10-22   56         0.10         0.05        
2025-10-23   57         0.10         0.05        
2025-10-24   58         0.09         0.04        
2025-10-27   59         0.09         0.04        
2025-10-28   60         0.09         0.04        
2025-10-29   61         0.09         0.04        
2025-10-30   62         0.09         0.03        
2025-10-31   63         0.09         0.03        
2025-11-03   64         0.08         0.03        
2025-11-04   65         0.08         0.03        
2025-11-05   66         0.08         0.02        
2025-11-06   67         0.08         0.02        
2025-11-07   68         0.08         0.02        
2025-11-10   69         0.08         0.02        
2025-11-11   70         0.07         0.01        
2025-11-12   71         0.07         0.01        
2025-11-13   72         0.07         0.01        
2025-11-14   73         0.07         0.04        
2025-11-17   74         0.07         0.03        
2025-11-18   75         0.06         0.03        
2025-11-19   76         0.06         0.03        
2025-11-20   77         0.06         0.03        
2025-11-21   78         0.06         0.03        
2025-11-24   79         0.06         0.02        
2025-11-25   80         0.06         0.02        
2025-11-26   81         0.05         0.02        
2025-11-28   82         0.05         0.02        
2025-12-01   83         0.05         0.01        
2025-12-02   84         0.05         0.01        
2025-12-03   85         0.05         0.01        
2025-12-04   86         0.05         0.01        
2025-12-05   87         0.04         0.01        
2025-12-08   88         0.04         0.02        
2025-12-09   89         0.04         0.02        
2025-12-10   90         0.04         0.02        
2025-12-11   91         0.04         0.02        
2025-12-12   92         0.04         0.02        
2025-12-15   93         0.03         0.01        
2025-12-16   94         0.03         0.01        
2025-12-17   95         0.03         0.01        
2025-12-18   96         0.03         0.01        
2025-12-19   97         0.03         0.01        
2025-12-22   98         0.02         0.01        
2025-12-23   99         0.02         0.01        
2025-12-24   100        0.02         0.01        
2025-12-26   101        0.02         0.01        
2025-12-29   102        0.02         0.01        
2025-12-30   103        0.02         0.01        
2025-12-31   104        0.01         0.01        
2026-01-02   105        0.01         0.01        
2026-01-05   106        0.01         0.01        
2026-01-06   107        0.01         0.01        
2026-01-07   108        0.01         0.01        
2026-01-08   109        0.01         0.01        
2026-01-09   110        0.00         0.00        
2026-01-12   111        0.00         0.00        
2026-01-13   112        0.00         0.00        
2026-01-14   113        0.00         0.00        
2026-01-15   114        0.00         0.00        
2026-01-16   115        0.00         0.00        
