Sold Option Buy-to-Close Report - Option Scanner
Underlying: WOLF
Strike: 0.5
Expiration: 2025-12-19
Type: put
Sold Date: 2025-07-29
Sold Price: 0.17
Total Trading Days: 102
Timestamp: 2025-07-30T08:00:28.914674700

Date         Days Held  Linear BTC   Accel BTC   
---------------------------------------------------------
2025-07-29   1          0.16         0.16        
2025-07-30   2          0.16         0.16        
2025-07-31   3          0.16         0.16        
2025-08-01   4          0.16         0.15        
2025-08-04   5          0.16         0.15        
2025-08-05   6          0.16         0.15        
2025-08-06   7          0.15         0.14        
2025-08-07   8          0.15         0.14        
2025-08-08   9          0.15         0.14        
2025-08-11   10         0.15         0.13        
2025-08-12   11         0.15         0.13        
2025-08-13   12         0.15         0.13        
2025-08-14   13         0.14         0.12        
2025-08-15   14         0.14         0.12        
2025-08-18   15         0.14         0.12        
2025-08-19   16         0.14         0.11        
2025-08-20   17         0.14         0.11        
2025-08-21   18         0.14         0.11        
2025-08-22   19         0.13         0.10        
2025-08-25   20         0.13         0.10        
2025-08-26   21         0.13         0.10        
2025-08-27   22         0.13         0.09        
2025-08-28   23         0.13         0.09        
2025-08-29   24         0.13         0.09        
2025-09-02   25         0.12         0.08        
2025-09-03   26         0.12         0.08        
2025-09-04   27         0.12         0.08        
2025-09-05   28         0.12         0.07        
2025-09-08   29         0.12         0.07        
2025-09-09   30         0.12         0.07        
2025-09-10   31         0.11         0.06        
2025-09-11   32         0.11         0.06        
2025-09-12   33         0.11         0.06        
2025-09-15   34         0.11         0.05        
2025-09-16   35         0.11         0.05        
2025-09-17   36         0.11         0.05        
2025-09-18   37         0.10         0.04        
2025-09-19   38         0.10         0.04        
2025-09-22   39         0.10         0.04        
2025-09-23   40         0.10         0.03        
2025-09-24   41         0.10         0.03        
2025-09-25   42         0.10         0.03        
2025-09-26   43         0.09         0.02        
2025-09-29   44         0.09         0.02        
2025-09-30   45         0.09         0.02        
2025-10-01   46         0.09         0.01        
2025-10-02   47         0.09         0.01        
2025-10-03   48         0.09         0.01        
2025-10-06   49         0.08         0.04        
2025-10-07   50         0.08         0.04        
2025-10-08   51         0.08         0.04        
2025-10-09   52         0.08         0.04        
2025-10-10   53         0.08         0.03        
2025-10-13   54         0.08         0.03        
2025-10-14   55         0.07         0.03        
2025-10-15   56         0.07         0.03        
2025-10-16   57         0.07         0.02        
2025-10-17   58         0.07         0.02        
2025-10-20   59         0.07         0.02        
2025-10-21   60         0.07         0.02        
2025-10-22   61         0.06         0.01        
2025-10-23   62         0.06         0.01        
2025-10-24   63         0.06         0.01        
2025-10-27   64         0.06         0.01        
2025-10-28   65         0.06         0.03        
2025-10-29   66         0.06         0.03        
2025-10-30   67         0.05         0.03        
2025-10-31   68         0.05         0.02        
2025-11-03   69         0.05         0.02        
2025-11-04   70         0.05         0.02        
2025-11-05   71         0.05         0.02        
2025-11-06   72         0.05         0.02        
2025-11-07   73         0.04         0.01        
2025-11-10   74         0.04         0.01        
2025-11-11   75         0.04         0.01        
2025-11-12   76         0.04         0.01        
2025-11-13   77         0.04         0.02        
2025-11-14   78         0.04         0.02        
2025-11-17   79         0.03         0.02        
2025-11-18   80         0.03         0.02        
2025-11-19   81         0.03         0.01        
2025-11-20   82         0.03         0.01        
2025-11-21   83         0.03         0.01        
2025-11-24   84         0.03         0.01        
2025-11-25   85         0.02         0.01        
2025-11-26   86         0.02         0.01        
2025-11-28   87         0.02         0.01        
2025-12-01   88         0.02         0.01        
2025-12-02   89         0.02         0.01        
2025-12-03   90         0.02         0.01        
2025-12-04   91         0.01         0.01        
2025-12-05   92         0.01         0.01        
2025-12-08   93         0.01         0.01        
2025-12-09   94         0.01         0.01        
2025-12-10   95         0.01         0.01        
2025-12-11   96         0.01         0.01        
2025-12-12   97         0.00         0.00        
2025-12-15   98         0.00         0.00        
2025-12-16   99         0.00         0.00        
2025-12-17   100        0.00         0.00        
2025-12-18   101        0.00         0.00        
2025-12-19   102        0.00         0.00        
