Sold Option Buy-to-Close Report - Option Scanner
Underlying: NOTE
Strike: 0.5
Expiration: 2025-12-19
Type: put
Sold Date: 2025-07-31
Sold Price: 0.10
Total Trading Days: 100
Timestamp: 2025-08-25T14:12:13.241609400

Date         Days Held  Linear BTC   Accel BTC   
---------------------------------------------------------
2025-07-31   1          0.09         0.09        
2025-08-01   2          0.09         0.09        
2025-08-04   3          0.09         0.09        
2025-08-05   4          0.09         0.09        
2025-08-06   5          0.09         0.09        
2025-08-07   6          0.09         0.08        
2025-08-08   7          0.09         0.08        
2025-08-11   8          0.09         0.08        
2025-08-12   9          0.09         0.08        
2025-08-13   10         0.09         0.08        
2025-08-14   11         0.08         0.07        
2025-08-15   12         0.08         0.07        
2025-08-18   13         0.08         0.07        
2025-08-19   14         0.08         0.07        
2025-08-20   15         0.08         0.07        
2025-08-21   16         0.08         0.06        
2025-08-22   17         0.08         0.06        
2025-08-25   18         0.08         0.06        
2025-08-26   19         0.08         0.06        
2025-08-27   20         0.08         0.06        
2025-08-28   21         0.07         0.05        
2025-08-29   22         0.07         0.05        
2025-09-02   23         0.07         0.05        
2025-09-03   24         0.07         0.05        
2025-09-04   25         0.07         0.05        
2025-09-05   26         0.07         0.04        
2025-09-08   27         0.07         0.04        
2025-09-09   28         0.07         0.04        
2025-09-10   29         0.07         0.04        
2025-09-11   30         0.07         0.04        
2025-09-12   31         0.06         0.03        
2025-09-15   32         0.06         0.03        
2025-09-16   33         0.06         0.03        
2025-09-17   34         0.06         0.03        
2025-09-18   35         0.06         0.03        
2025-09-19   36         0.06         0.02        
2025-09-22   37         0.06         0.02        
2025-09-23   38         0.06         0.02        
2025-09-24   39         0.06         0.02        
2025-09-25   40         0.06         0.02        
2025-09-26   41         0.05         0.01        
2025-09-29   42         0.05         0.01        
2025-09-30   43         0.05         0.01        
2025-10-01   44         0.05         0.01        
2025-10-02   45         0.05         0.01        
2025-10-03   46         0.05         0.03        
2025-10-06   47         0.05         0.02        
2025-10-07   48         0.05         0.02        
2025-10-08   49         0.05         0.02        
2025-10-09   50         0.05         0.02        
2025-10-10   51         0.04         0.02        
2025-10-13   52         0.04         0.02        
2025-10-14   53         0.04         0.02        
2025-10-15   54         0.04         0.01        
2025-10-16   55         0.04         0.01        
2025-10-17   56         0.04         0.01        
2025-10-20   57         0.04         0.01        
2025-10-21   58         0.04         0.01        
2025-10-22   59         0.04         0.01        
2025-10-23   60         0.04         0.01        
2025-10-24   61         0.03         0.02        
2025-10-27   62         0.03         0.02        
2025-10-28   63         0.03         0.02        
2025-10-29   64         0.03         0.02        
2025-10-30   65         0.03         0.01        
2025-10-31   66         0.03         0.01        
2025-11-03   67         0.03         0.01        
2025-11-04   68         0.03         0.01        
2025-11-05   69         0.03         0.01        
2025-11-06   70         0.03         0.01        
2025-11-07   71         0.02         0.01        
2025-11-10   72         0.02         0.01        
2025-11-11   73         0.02         0.01        
2025-11-12   74         0.02         0.01        
2025-11-13   75         0.02         0.01        
2025-11-14   76         0.02         0.01        
2025-11-17   77         0.02         0.01        
2025-11-18   78         0.02         0.01        
2025-11-19   79         0.02         0.01        
2025-11-20   80         0.02         0.01        
2025-11-21   81         0.01         0.01        
2025-11-24   82         0.01         0.01        
2025-11-25   83         0.01         0.01        
2025-11-26   84         0.01         0.01        
2025-11-28   85         0.01         0.01        
2025-12-01   86         0.01         0.01        
2025-12-02   87         0.01         0.01        
2025-12-03   88         0.01         0.01        
2025-12-04   89         0.01         0.01        
2025-12-05   90         0.01         0.01        
2025-12-08   91         0.00         0.00        
2025-12-09   92         0.00         0.00        
2025-12-10   93         0.00         0.00        
2025-12-11   94         0.00         0.00        
2025-12-12   95         0.00         0.00        
2025-12-15   96         0.00         0.00        
2025-12-16   97         0.00         0.00        
2025-12-17   98         0.00         0.00        
2025-12-18   99         0.00         0.00        
2025-12-19   100        0.00         0.00        
